MATLAB ID,Garden,Source,Cluster,Tussock,OTC (Y/N),TAG#,2016 NumOld,2016 NumNew,2016 LL1 (mm),2016 LL1 (cm),2016 LL2 (mm),2016 LL2 (cm),2016 Total Leaf Count,2016 LL1+LL2,2016 Index,2016 Leaf Area,2016 Stage Class,2016 Comment,Garden,Pop,Clstr,Tussock,OTC (Y/N),TAG#,2017 NumOld,2017 NumNew,2017 LL1 (mm),2017 LL1 (cm),2017 LL2 (mm),2017 LL2 (cm),2017 Total Leaf Count,2017 LL1+LL2,2017 Index,2017 Leaf Area,2017 Stage Class,2017 Comment,2017 Flower (y/n),2017 Type (1-3) 1=dead,2017 # S0 (current yr new),2017 # S1 (last yr new)?
682,SAG,CF,10,C,N,3316,1,1,48,4.8,162,16.2,2,21,42,206.215385,3,,SAG,CF,10,C,N,3316,2,2,172,17.2,177,17.7,4,34.9,139.6,628.6880021,5,,n,3,2,0
683,SAG,CF,10,C,N,3317,1,1,77,7.7,172,17.2,2,24.9,49.8,243.9043215,3,,SAG,CF,10,C,N,3317,2,2,110,11,168,16.8,4,27.8,111.2,516.7702011,5,,n,3,1,1
684,SAG,CF,10,C,N,3318,1,2,151,15.1,66,6.6,3,21.7,65.1,315.851751,3,,SAG,CF,10,C,N,3318,2,2,135,13.5,143,14.3,4,27.8,111.2,516.7702011,5,,n,3,2,1
685,SAG,CF,10,C,N,3319,1,1,111,11.1,104,10.4,2,21.5,43,211.0854119,3,,SAG,CF,10,C,N,3319,1,2,94,9.4,165,16.5,3,25.9,77.7,373.132299,4,,n,2,0,0
686,SAG,CF,10,C,N,3320,1,1,28,2.8,135,13.5,2,16.3,32.6,159.8892167,2,,SAG,CF,10,C,N,3320,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
687,SAG,CF,10,C,N,3321,1,2,59,5.9,180,18,3,23.9,71.7,346.0777937,4,,SAG,CF,10,C,N,3321,1,2,81,8.1,165,16.5,3,24.6,73.8,355.5927731,4,,n,2,0,0
688,SAG,CF,10,C,N,3322,1,2,42,4.2,189,18.9,3,23.1,69.3,335.1430008,4,,SAG,CF,10,C,N,3322,1,1,76,7.6,159,15.9,2,23.5,47,230.4534255,3,,n,2,0,0
689,SAG,CF,10,C,N,3323,2,1,161,16.1,44,4.4,3,20.5,61.5,299.159014,3,,SAG,CF,10,C,N,3323,1,1,103,10.3,181,18.1,2,28.4,56.8,277.1470792,3,,n,2,0,0
690,SAG,CF,10,C,N,3324,1,1,93,9.3,121,12.1,2,21.4,42.8,210.1123033,3,,SAG,CF,10,C,N,3324,1,2,100,10,196,19.6,3,29.6,88.8,422.1193058,4,,n,2,0,0
691,SAG,CF,10,C,N,3325,1,1,95,9.5,135,13.5,2,23,46,225.6282362,3,,SAG,CF,10,C,N,3325,1,2,129,12.9,136,13.6,3,26.5,79.5,381.1699606,4,,n,2,0,0
692,SAG,CF,10,A,N,7193,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
693,SAG,CF,10,A,N,7194,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
694,SAG,CF,10,A,N,7195,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,0,0
695,SAG,CF,10,A,N,7196,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
696,SAG,CF,10,A,N,7197,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
697,SAG,CF,10,C,N,7201,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
698,SAG,CF,10,C,N,7202,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
699,SAG,CF,10,C,N,7203,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,0,0
700,SAG,SAG,7,A,Y,200,1,1,70,7,141,14.1,2,21.1,42.2,207.1902871,3,,SAG,SAG,7,A,Y,200,1,0,25,2.5,0,0,1,2.5,2.5,4.883203625,2,,n,2,0,0
701,SAG,SAG,7,A,Y,212,0,3,120,12,122,12.2,3,24.2,72.6,350.1616951,4,,SAG,SAG,7,A,Y,212,1,1,108,10.8,122,12.2,2,23,46,225.6282362,3,"1 clipped, 2 total",n,2,0,0
702,SAG,SAG,7,A,Y,213,1,2,105,10.5,147,14.7,3,25.2,75.6,363.7091246,4,,SAG,SAG,7,A,Y,213,1,4,122,12.2,112,11.2,5,23.4,117,540.3613175,5,check for S1,n,3,2,1
703,SAG,SAG,7,A,Y,257,1,2,121,12.1,159,15.9,3,28,84,401.1052214,4,,SAG,SAG,7,A,Y,257,1,2,90,9,135,13.5,3,22.5,67.5,326.8995346,3,,n,2,0,0
704,SAG,SAG,7,A,Y,270,1,2,75,7.5,231,23.1,3,30.6,91.8,435.1219585,4,,SAG,SAG,7,A,Y,270,1,1,88,8.8,203,20.3,2,29.1,58.2,283.7297195,3,,n,2,0,0
705,SAG,SAG,7,A,Y,276,1,2,80,8,146,14.6,3,22.6,67.8,328.2759678,3,,SAG,SAG,7,A,Y,276,1,1,79,7.9,69,6.9,2,14.8,29.6,144.8957745,2,,n,2,0,0
706,SAG,SAG,7,A,Y,282,0,2,137,13.7,120,12,2,25.7,51.4,251.5510907,3,,SAG,SAG,7,A,Y,282,0,2,72,7.2,11,1.1,2,8.3,16.6,78.75841411,2,,n,2,0,0
707,SAG,SAG,7,A,Y,283,0,2,123,12.3,10,1,2,13.3,26.6,129.8014477,2,,SAG,SAG,7,A,Y,283,1,0,72,7.2,,0,1,7.2,7.2,29.75588943,2,,n,2,0,0
708,SAG,SAG,7,A,Y,297,1,3,139,13.9,139,13.9,4,27.8,111.2,516.7702011,5,,SAG,SAG,7,A,Y,297,1,2,98,9.8,96,9.6,3,19.4,58.2,283.7297195,3,,n,2,0,0
709,SAG,SAG,7,A,Y,1075,1,2,95,9.5,192,19.2,3,28.7,86.1,410.330662,4,,SAG,SAG,7,A,Y,1075,1,2,170,17,166,16.6,3,33.6,100.8,473.5246091,5,double tiller? could not find. no data. Found on datasheet for SAG-SAG Tussock 7b,n,3,2,1
710,SAG,SAG,7,B,Y,3397,1,0,82,8.2,,0,1,8.2,8.2,35.01600345,2,,SAG,SAG,7,B,Y,3397,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
711,SAG,SAG,7,B,Y,3398,0,2,41,4.1,192,19.2,2,23.3,46.6,228.5246949,3,,SAG,SAG,7,B,Y,3398,1,1,108,10.8,88,8.8,2,19.6,39.2,192.5196757,2,,n,2,0,1
712,SAG,SAG,7,B,Y,3399,1,2,131,13.1,228,22.8,3,35.9,107.7,502.3517496,5,,SAG,SAG,7,B,Y,3399,1,2,114,11.4,194,19.4,3,30.8,92.4,437.7103829,4,,n,3,1,0
713,SAG,SAG,7,B,Y,3400,3,1,94,9.4,176,17.6,4,27,108,503.5929974,5,,SAG,SAG,7,B,Y,3400,1,1,40,4,160,16,2,20,40,196.441703,2,,n,2,0,0
714,SAG,SAG,7,B,Y,3401,1,2,134,13.4,185,18.5,3,31.9,95.7,451.8745846,4,,SAG,SAG,7,B,Y,3401,1,2,134,13.4,90,9,3,22.4,67.2,325.5220926,3,,n,2,0,0
715,SAG,SAG,7,B,Y,3402,1,3,185,18.5,194,19.4,4,37.9,151.6,673.2600552,5,,SAG,SAG,7,B,Y,3402,1,2,141,14.1,134,13.4,3,27.5,82.5,394.4853556,4,flower bud,n,3,1,3
716,SAG,SAG,7,B,Y,3403,1,3,211,21.1,233,23.3,4,44.4,177.6,764.2953934,5,,SAG,SAG,7,B,Y,3403,1,2,170,17,175,17.5,3,34.5,103.5,484.8683518,5,maybe not evag?,n,2,0,0
717,SAG,SAG,7,B,Y,3404,1,3,178,17.8,220,22,4,39.8,159.2,700.6541461,5,,SAG,SAG,7,B,Y,3404,2,2,200,20,135,13.5,4,33.5,134,607.3353114,5,,n,2,0,0
718,SAG,SAG,7,B,Y,3405,1,3,185,18.5,224,22.4,4,40.9,163.6,716.2179547,5,,SAG,SAG,7,B,Y,3405,1,0,110,11,0,0,1,11,11,49.6846887,2,,n,2,0,0
719,SAG,SAG,7,B,Y,3409,1,2,113,11.3,197,19.7,3,31,93,440.2947719,4,,SAG,SAG,7,B,Y,3409,1,2,110,11,146,14.6,3,25.6,76.8,369.0998488,4,,n,2,0,1
720,SAG,SAG,7,B,Y,3410,1,2,116,11.6,196,19.6,3,31.2,93.6,442.8751255,4,,SAG,SAG,7,B,Y,3410,1,3,182,18.2,143,14.3,4,32.5,130,591.868169,5,,n,3,2,0
721,SAG,SAG,7,B,Y,3411,1,1,94,9.4,132,13.2,2,22.6,45.2,221.760014,3,,SAG,SAG,7,B,Y,3411,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
722,SAG,SAG,7,B,Y,3412,2,2,172,17.2,230,23,4,40.2,160.8,706.3388219,5,,SAG,SAG,7,B,Y,3412,2,2,110,11,105,10.5,4,21.5,86,409.8924762,4,,n,3,1,0
723,SAG,SAG,7,B,Y,3413,1,2,110,11,222,22.2,3,33.2,99.6,468.4567157,5,,SAG,SAG,7,B,Y,3413,2,2,199,19.9,130,13,4,32.9,131.6,598.076548,5,only part of tiller tagged,n,3,1,0
724,SAG,SAG,7,B,Y,3414,1,2,151,15.1,210,21,3,36.1,108.3,504.8332363,5,,SAG,SAG,7,B,Y,3414,1,3,182,18.2,143,14.3,4,32.5,130,591.868169,5,,n,3,2,1
725,SAG,SAG,7,B,Y,3416,1,2,202,20.2,85,8.5,3,28.7,86.1,410.330662,4,,SAG,SAG,7,B,Y,3416,1,3,132,13.2,185,18.5,4,31.7,126.8,579.3653228,5,flower bud,n,3,1,0
726,SAG,SAG,7,B,Y,3417,1,2,87,8.7,202,20.2,3,28.9,86.7,412.9574225,4,,SAG,SAG,7,B,Y,3417,1,3,136,13.6,142,14.2,4,27.8,111.2,516.7702011,5,,n,2,0,1
727,SAG,SAG,7,C,Y,5500,1,2,125,12.5,176,17.6,3,30.1,90.3,428.6332427,4,,SAG,SAG,7,C,Y,5500,2,2,83,8.3,103,10.3,4,18.6,74.4,358.302259,4,,n,3,2,0
728,SAG,SAG,7,C,Y,5501,1,3,117,11.7,139,13.9,4,25.6,102.4,480.2566913,5,,SAG,SAG,7,C,Y,5501,0,2,27,2.7,50,5,2,7.7,15.4,72.55792291,2,check for S1,n,2,0,1
729,SAG,SAG,7,C,Y,5502,1,2,129,12.9,154,15.4,3,28.3,84.9,405.0650347,4,,SAG,SAG,7,C,Y,5502,1,3,146,14.6,136,13.6,4,28.2,112.8,523.3157589,5,,n,2,0,0
730,SAG,SAG,7,C,Y,5503,1,3,133,13.3,126,12.6,4,25.9,103.6,485.2869211,5,,SAG,SAG,7,C,Y,5503,2,2,75,7.5,94,9.4,4,16.9,67.6,327.3584578,3,,n,2,0,0
731,SAG,SAG,7,C,Y,5504,1,2,77,7.7,153,15.3,3,23,69,333.7716119,4,,SAG,SAG,7,C,Y,5504,1,2,63,6.3,110,11,3,17.3,51.9,253.9348212,3,,n,2,0,0
732,SAG,SAG,7,C,Y,5505,1,2,152,15.2,143,14.3,3,29.5,88.5,420.8134918,4,,SAG,SAG,7,C,Y,5505,1,0,75,7.5,,0,1,7.5,7.5,31.33510063,2,,n,3,1,0
733,SAG,SAG,7,C,Y,5506,1,2,58,5.8,119,11.9,3,17.7,53.1,259.6443407,3,,SAG,SAG,7,C,Y,5506,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
734,SAG,SAG,7,C,Y,5507,1,3,137,13.7,154,15.4,4,29.1,116.4,537.9383438,5,,SAG,SAG,7,C,Y,5507,2,1,69,6.9,57,5.7,3,12.6,37.8,185.6388654,2,,n,2,0,0
735,SAG,SAG,7,C,Y,5508,1,2,212,21.2,216,21.6,3,42.8,128.4,585.6310939,5,,SAG,SAG,7,C,Y,5508,1,2,159,15.9,214,21.4,3,37.3,111.9,519.6374136,5,,n,2,0,0
736,SAG,SAG,7,C,Y,5509,2,2,157,15.7,94,9.4,4,25.1,100.4,471.8371048,5,,SAG,SAG,7,C,Y,5509,0,2,83,8.3,100,10,2,18.3,36.6,179.7235413,2,,n,2,0,0
737,SAG,SAG,7,C,Y,5510,1,3,73,7.3,77,7.7,4,15,60,292.160831,3,,SAG,SAG,7,C,Y,5510,1,2,45,4.5,55,5.5,3,10,30,146.900729,2,,n,2,0,0
738,SAG,SAG,7,C,Y,5511,0,3,91,9.1,126,12.6,3,21.7,65.1,315.851751,3,,SAG,SAG,7,C,Y,5511,0,3,70,7,71,7.1,3,14.1,42.3,207.6775701,3,,n,2,0,1
739,SAG,SAG,7,C,Y,5512,2,2,137,13.7,151,15.1,4,28.8,115.2,533.0802904,5,,SAG,SAG,7,C,Y,5512,2,3,73,7.3,141,14.1,5,21.4,107,499.4515815,5,,n,3,1,0
740,SAG,SAG,7,C,Y,5513,2,2,178,17.8,90,9,4,26.8,107.2,500.2807614,5,,SAG,SAG,7,C,Y,5513,1,1,76,7.6,106,10.6,2,18.2,36.4,178.7360846,2,,n,2,0,0
741,SAG,SAG,7,C,Y,5514,1,3,85,8.5,115,11.5,4,20,80,383.396199,4,,SAG,SAG,7,C,Y,5514,0,3,72,7.2,79,7.9,3,15.1,45.3,222.2439341,3,,n,2,0,0
742,SAG,SAG,7,C,Y,5516,0,2,152,15.2,56,5.6,2,20.8,41.6,204.2642356,2,,SAG,SAG,7,C,Y,5516,1,2,86,8.6,106,10.6,3,19.2,57.6,280.9112782,3,,n,2,0,0
743,SAG,SAG,7,C,Y,5517,2,1,131,13.1,81,8.1,3,21.2,63.6,308.9140987,3,,SAG,SAG,7,C,Y,5517,0,0,0,0,0,0,0,0,0,-8.447833,6,dead. tiller rotted,n,1,0,0
744,SAG,SAG,7,C,Y,5518,1,2,230,23,147,14.7,3,37.7,113.1,524.5398563,5,,SAG,SAG,7,C,Y,5518,1,1,80,8,94,9.4,2,17.4,34.8,170.8202898,2,,n,2,0,0
745,SAG,SAG,7,A,Y,7204,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,0,0
746,SAG,SAG,7,A,Y,7205,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
747,SAG,SAG,7,B,Y,7206,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
748,SAG,SAG,7,B,Y,7207,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
749,SAG,SAG,7,B,Y,7208,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
750,SAG,SAG,7,B,Y,7209,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
751,SAG,SAG,7,B,Y,7210,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,5,,,,0,0
752,SAG,SAG,7,B,Y,7211,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,0,0
753,SAG,SAG,7,B,Y,7212,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
754,SAG,SAG,7,C,Y,7213,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,0,0
755,SAG,SAG,7,C,Y,7214,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
756,SAG,SAG,8,A,N,142,1,3,91,9.1,135,13.5,4,22.6,90.4,429.0666084,4,,SAG,SAG,8,A,N,142,1,3,90,9,119,11.9,4,20.9,83.6,399.3423899,4,,n,3,1,1
757,SAG,SAG,8,A,N,354,1,1,55,5.5,115,11.5,2,17,34,166.8516314,2,,SAG,SAG,8,A,N,354,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
758,SAG,SAG,8,A,N,358,1,3,119,11.9,152,15.2,4,27.1,108.4,505.2464251,5,,SAG,SAG,8,A,N,358,1,0,70,7,,0,1,7,7,28.7025215,2,,n,2,0,1
759,SAG,SAG,8,A,N,359,0,3,74,7.4,131,13.1,3,20.5,61.5,299.159014,3,,SAG,SAG,8,A,N,359,2,3,125,12.5,126,12.6,5,25.1,125.5,574.253254,5,,n,2,0,0
760,SAG,SAG,8,A,N,363,1,2,55,5.5,159,15.9,3,21.4,64.2,311.6921862,3,,SAG,SAG,8,A,N,363,1,3,110,11,89,8.9,4,19.9,79.6,381.6154325,4,,n,3,2,1
761,SAG,SAG,8,A,N,373,1,3,102,10.2,116,11.6,4,21.8,87.2,415.143307,4,,SAG,SAG,8,A,N,373,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
762,SAG,SAG,8,A,N,385,1,3,96,9.6,144,14.4,4,24,96,453.1561862,4,,SAG,SAG,8,A,N,385,1,4,127,12.7,72,7.2,5,19.9,99.5,468.0336626,5,,n,3,3,1
763,SAG,SAG,8,A,N,396,1,4,64,6.4,89,8.9,5,15.3,76.5,367.753681,4,,SAG,SAG,8,A,N,396,2,2,60,6,59,5.9,4,11.9,47.6,233.3431586,3,,n,2,0,1
764,SAG,SAG,8,A,N,527,1,2,68,6.8,115,11.5,3,18.3,54.9,268.1783545,3,,SAG,SAG,8,A,N,527,0,4,75,7.5,101,10.1,4,17.6,70.4,340.1627956,4,"check in lab, much of tag off tiller",n,3,2,0
765,SAG,SAG,8,A,N,4169,1,2,60,6,124,12.4,3,18.4,55.2,269.5971592,3,,SAG,SAG,8,A,N,4169,1,3,125,12.5,74,7.4,4,19.9,79.6,381.6154325,4,,n,3,1,0
766,SAG,SAG,8,A,N,4331,1,3,62,6.2,121,12.1,4,18.3,73.2,352.8792518,4,,SAG,SAG,8,A,N,4331,1,3,88,8.8,63,6.3,4,15.1,60.4,294.0294792,3,,n,2,0,0
767,SAG,SAG,8,A,N,5205,0,3,109,10.9,148,14.8,3,25.7,77.1,370.4450077,4,,SAG,SAG,8,A,N,5205,1,3,136,13.6,131,13.1,4,26.7,106.8,498.6219532,5,,n,2,0,0
768,SAG,SAG,8,A,N,5214,1,3,92,9.2,102,10.2,4,19.4,77.6,372.6846974,4,,SAG,SAG,8,A,N,5214,0,4,112,11.2,94,9.4,4,20.6,82.4,394.0431345,4,check in lab,n,3,4,1
769,SAG,SAG,8,A,N,5283,1,3,102,10.2,122,12.2,4,22.4,89.6,425.5965441,4,,SAG,SAG,8,A,N,5283,1,4,101,10.1,98,9.8,5,19.9,99.5,468.0336626,5,,n,3,1,1
770,SAG,SAG,8,A,N,5300,0,3,122,12.2,152,15.2,3,27.4,82.2,393.1583559,4,,SAG,SAG,8,A,N,5300,1,3,46,4.6,0,0,4,4.6,18.4,88.02888553,2,THROW OUT?,n,3,1,1
771,SAG,SAG,8,A,N,5301,1,1,61,6.1,90,9,2,15.1,30.2,147.9025337,2,,SAG,SAG,8,A,N,5301,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
772,SAG,SAG,8,A,N,5302,0,3,67,6.7,119,11.9,3,18.6,55.8,272.431742,3,,SAG,SAG,8,A,N,5302,2,4,110,11,95,9.5,6,20.5,123,564.3691079,5,,n,2,0,1
773,SAG,SAG,8,B,N,2095,0,3,62,6.2,71,7.1,3,13.3,39.9,195.9518419,2,,SAG,SAG,8,B,N,2095,1,2,86,8.6,65,6.5,3,15.1,45.3,222.2439341,3,,n,2,0,0
774,SAG,SAG,8,B,N,2096,1,3,31,3.1,84,8.4,4,11.5,46,225.6282362,3,,SAG,SAG,8,B,N,2096,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
775,SAG,SAG,8,B,N,2097,1,2,65,6.5,120,12,3,18.5,55.5,271.014955,3,,SAG,SAG,8,B,N,2097,0,2,110,11,61,6.1,2,17.1,34.2,167.8444686,2,1 new one broke off,n,2,0,0
776,SAG,SAG,8,B,N,2098,1,2,49,4.9,97,9.7,3,14.6,43.8,214.9733627,3,,SAG,SAG,8,B,N,2098,1,2,91,9.1,61,6.1,3,15.2,45.6,223.6950218,3,,n,2,0,0
777,SAG,SAG,8,B,N,2099,1,2,42,4.2,101,10.1,3,14.3,42.9,210.5989136,3,,SAG,SAG,8,B,N,2099,1,3,119,11.9,74,7.4,4,19.3,77.2,370.8931698,4,,n,2,0,1
778,SAG,SAG,8,B,N,2100,0,2,64,6.4,67,6.7,2,13.1,26.2,127.7812484,2,,SAG,SAG,8,B,N,2100,0,2,110,11,34,3.4,2,14.4,28.8,140.880485,2,,n,2,0,0
779,SAG,SAG,8,B,N,2101,1,2,28,2.8,95,9.5,3,12.3,36.9,181.2038856,2,,SAG,SAG,8,B,N,2101,1,0,74,7.4,0,0,1,7.4,7.4,30.80880899,2,,n,2,0,0
780,SAG,SAG,8,B,N,2102,1,2,25,2.5,86,8.6,3,11.1,33.3,163.3731703,2,,SAG,SAG,8,B,N,2102,0,2,82,8.2,68,6.8,2,15,30,146.900729,2,,n,2,0,0
781,SAG,SAG,8,B,N,2103,1,2,40,4,37,3.7,3,7.7,23.1,112.0638929,2,,SAG,SAG,8,B,N,2103,1,2,89,8.9,46,4.6,3,13.5,40.5,198.889327,2,,n,2,0,0
782,SAG,SAG,8,B,N,2105,1,2,37,3.7,45,4.5,3,8.2,24.6,119.6825162,2,,SAG,SAG,8,B,N,2105,1,2,59,5.9,51,5.1,3,11,33,161.8807199,2,,n,3,1,0
783,SAG,SAG,8,B,N,2106,1,2,33,3.3,82,8.2,3,11.5,34.5,169.3328836,2,,SAG,SAG,8,B,N,2106,1,2,107,10.7,50,5,3,15.7,47.1,230.9353279,3,,n,2,0,0
784,SAG,SAG,8,B,N,2107,1,1,41,4.1,74,7.4,2,11.5,23,111.5550879,2,,SAG,SAG,8,B,N,2107,1,2,72,7.2,64,6.4,3,13.6,40.8,200.3565563,2,,n,2,0,0
785,SAG,SAG,8,B,N,2108,1,3,119,11.9,118,11.8,4,23.7,94.8,448.0237266,4,,SAG,SAG,8,B,N,2108,1,2,106,10.6,102,10.2,3,20.8,62.4,303.3458177,3,,n,2,0,0
786,SAG,SAG,8,B,N,2109,1,3,51,5.1,43,4.3,4,9.4,37.6,184.654099,2,,SAG,SAG,8,B,N,2109,1,3,101,10.1,55,5.5,4,15.6,62.4,303.3458177,3,,n,2,0,0
787,SAG,SAG,8,B,N,2110,1,2,37,3.7,95,9.5,3,13.2,39.6,194.4815861,2,,SAG,SAG,8,B,N,2110,1,2,101,10.1,76,7.6,3,17.7,53.1,259.6443407,3,,n,2,0,1
788,SAG,SAG,8,B,N,2111,1,3,46,4.6,27,2.7,4,7.3,29.2,142.8890265,2,,SAG,SAG,8,B,N,2111,1,3,89,8.9,65,6.5,4,15.4,61.6,299.6246628,3,,n,2,0,0
789,SAG,SAG,8,B,N,2194,1,3,75,7.5,80,8,4,15.5,62,301.486137,3,,SAG,SAG,8,B,N,2194,1,3,104,10.4,94,9.4,4,19.8,79.2,379.8328725,4,"we had it on 2194, but most likely 2094.  data entered at 2194, which matches with 2016 entry.  There is no 2094 in existence. ",n,2,0,1
790,SAG,SAG,8,C,N,5001,1,1,32,3.2,10,1,2,4.2,8.4,36.06668113,2,,SAG,SAG,8,C,N,5001,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
791,SAG,SAG,8,C,N,5002,1,3,64,6.4,116,11.6,4,18,72,347.440103,4,,SAG,SAG,8,C,N,5002,1,3,94,9.4,68,6.8,4,16.2,64.8,314.4662382,3,,n,2,0,0
792,SAG,SAG,8,C,N,5003,0,2,46,4.6,121,12.1,2,16.7,33.4,163.8704296,2,,SAG,SAG,8,C,N,5003,0,4,107,10.7,75,7.5,4,18.2,72.8,351.0679957,4,,n,2,0,0
793,SAG,SAG,8,C,N,5004,1,3,67,6.7,71,7.1,4,13.8,55.2,269.5971592,3,,SAG,SAG,8,C,N,5004,1,4,62,6.2,52,5.2,5,11.4,57,278.0888015,3,,n,2,0,1
794,SAG,SAG,8,C,N,5006,1,3,56,5.6,108,10.8,4,16.4,65.6,318.158697,3,,SAG,SAG,8,C,N,5006,1,2,73,7.3,68,6.8,3,14.1,42.3,207.6775701,3,,n,3,1,0
795,SAG,SAG,8,C,N,5007,1,3,53,5.3,48,4.8,4,10.1,40.4,198.4000264,2,,SAG,SAG,8,C,N,5007,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
796,SAG,SAG,8,C,N,5008,1,3,69,6.9,86,8.6,4,15.5,62,301.486137,3,,SAG,SAG,8,C,N,5008,0,3,83,8.3,91,9.1,3,17.4,52.2,255.3637143,3,1 old clipped,n,2,0,0
797,SAG,SAG,8,C,N,5009,0,2,13,1.3,80,8,2,9.3,18.6,89.05669603,2,,SAG,SAG,8,C,N,5009,1,2,76,7.6,26,2.6,3,10.2,30.6,149.9047979,2,,n,2,0,0
798,SAG,SAG,8,C,N,5013,0,2,48,4.8,106,10.6,2,15.4,30.8,150.9052575,2,,SAG,SAG,8,C,N,5013,2,2,48,4.8,43,4.3,4,9.1,36.4,178.7360846,2,,n,2,0,0
799,SAG,SAG,8,C,N,5014,1,1,15,1.5,82,8.2,2,9.7,19.4,93.16345427,2,,SAG,SAG,8,C,N,5014,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,1
800,SAG,SAG,8,C,N,5015,1,3,81,8.1,99,9.9,4,18,72,347.440103,4,,SAG,SAG,8,C,N,5015,2,3,90,9,83,8.3,5,17.3,86.5,412.082284,4,,n,3,2,1
801,SAG,SAG,8,C,N,5016,2,2,90,9,103,10.3,4,19.3,77.2,370.8931698,4,,SAG,SAG,8,C,N,5016,1,1,76,7.6,61,6.1,2,13.7,27.4,133.8364658,2,,n,2,0,0
802,SAG,SAG,8,C,N,5017,1,2,36,3.6,64,6.4,3,10,30,146.900729,2,,SAG,SAG,8,C,N,5017,2,0,63,6.3,40,4,2,10.3,20.6,99.31014035,2,,n,2,0,0
803,SAG,SAG,8,C,N,5019,2,2,79,7.9,98,9.8,4,17.7,70.8,341.9848127,4,,SAG,SAG,8,C,N,5019,1,3,95,9.5,78,7.8,4,17.3,69.2,334.6859833,4,,n,3,1,0
804,SAG,SAG,8,C,N,5021,0,2,82,8.2,143,14.3,2,22.5,45,220.7918375,3,,SAG,SAG,8,C,N,5021,1,0,60,6,,0,1,6,6,23.4289562,2,,n,2,0,0
805,SAG,SAG,8,A,N,7215,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
806,SAG,SAG,8,A,N,7216,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,0,0
807,SAG,SAG,8,A,N,7217,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
808,SAG,SAG,8,A,N,7218,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
809,SAG,SAG,8,A,N,7219,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
810,SAG,SAG,8,A,N,7220,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
811,SAG,SAG,8,A,N,7221,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
812,SAG,SAG,8,A,N,7222,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
813,SAG,SAG,8,A,N,7223,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
814,SAG,SAG,8,B,N,7224,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,5,,,,0,0
815,SAG,SAG,8,B,N,7225,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,5,,,,0,0
816,SAG,SAG,8,B,N,7226,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
817,SAG,SAG,8,C,N,7227,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
818,SAG,SAG,8,C,N,7228,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,0,0
